message_id,tag,anon_message
Message-ID: <23365815.1075860180627.JavaMail.evans@thyme>,<|original|>,Why do n't you come in Saturday night & I 'll take you to dinner ?
Message-ID: <19792628.1075861994420.JavaMail.evans@thyme>,<|original|>,"< ANON_NAME > ; < ANON_NAME > ; < ANON_NAME > ; < ANON_NAME > ; < ANON_NAME > ; 
 < ANON_NAME > ; < ANON_NAME > ; < ANON_NAME > ; ridgeway oscar ; < ANON_NAME > ; 
 < ANON_NAME > ; < ANON_NAME > ; [NAME] [NAME] [NAME] ; < ANON_NAME > Andrews ; 
 < ANON_NAME > ; < ANON_NAME > Bittler ; < ANON_NAME > ; < ANON_NAME>/jenson 
 Subject : Did or Did n't He ! ? 
 Note : forwarded message attached . 
 < ANON_NAME > Yahoo ! ? 
 Find the one for you at Yahoo ! Personals 
 < ANON_URL > 
  Inline attachment follows 
 From :   < < ANON_EMAIL > > 
 Date : < ANON_NAME > 15 , 2001 2:58:44 GMT 
 Subject :"
Message-ID: <21480704.1075855409150.JavaMail.evans@thyme>,<|reply2|>,"< ANON_NAME > , 
 yes this is still a problem .   The affected deal numbers and appropriate contract numbers are as follows : 
 deal # 832456.3 	 contract # 96063178 
 deal # 832390.3 	 contract # 96063003 
 deal # 832413.3 	 contract # 96062843 
 Let me know if you have any questions . 
 < ANON_NAME >"
Message-ID: <11833211.1075858654635.JavaMail.evans@thyme>,<|reply4|>,Do you want to be involved in the discussion with Patagonia ?    Where are Patagonia 's offices ?
Message-ID: <31622548.1075858358216.JavaMail.evans@thyme>,<|original|>,"EFF_DT PORTFOLIO_ID DOWN95 
 1/5/01   MANAGEMENT - CRD 24,752 . 
 1/5/01   MANAGEMENT - GAS 220,002 . 
 1/5/01   MANAGEMENT - PWR 127,715 . 
 1/5/01   AGG - MANAGEMENT 330,482 ."
Message-ID: <10306190.1075862038763.JavaMail.evans@thyme>,<|reply2|>,well thanks for your help charlie brown
Message-ID: <32562766.1075841637830.JavaMail.evans@thyme>,<|original|>,"Looks like Amerex has this in as a peak deal . [NAME] shows off - peak , says Amerex 
 is incorrect . Please let me know if they dispute . 
 < ANON_NAME > 
 < ANON_NAME>@ENRON 
 01/11/2001 03:07 PM 
 To : < ANON_NAME>/PDX / ECT@ECT 
 cc :  
 Subject : deal 495264 
 < ANON_NAME > 
 deal 495264 
 Amerex shows 30400 total mw and we show 24800"
Message-ID: <22449952.1075845734790.JavaMail.evans@thyme>,<|original|>,"The information contained in this transmission may contain 
 privileged and confidential information .   It is intended only 
 for the use of the person(s ) named above . If you are not the 
 intended recipient ,   you are hereby notified that any review , 
 dissemination , distribution or duplication of this 
 communication is strictly prohibited . If you are not the 
 intended recipient , please contact the sender by reply email 
 and destroy all copies of the original message . 
 To reply to our email administrator directly , please send an 
 email to < ANON_EMAIL > ."
Message-ID: <20716841.1075861629415.JavaMail.evans@thyme>,<|original|>,"Please be sure to copy < ANON_NAME > on all correspondence relating to bonds- from a product management standpoint , I think [NAME] needs to be aware of these issues as failure to maintain bonds will significantly impact our business . .   I still think that   we would want to have a single person responsible for reporting all potential situations that may cause a default /bad pr situation and   notify the EES office of the chairman   in a manner that would allow plenty of opportunity to cure ( i.e. , before it is a crisis ) .   [NAME] and [NAME] , will you take that on ? 
 From : 	 < ANON_NAME>/ENRON@enronXgate on 11/14/2001 02:44 PM 
 To : 	 < ANON_NAME>/ENRON@enronXgate 
 cc : 	 < ANON_NAME>/ENRON@enronXgate , [NAME] [NAME] [NAME] / ENRON@enronXgate , < ANON_NAME>/ENRON@enronXgate , < ANON_NAME>/ENRON@enronXgate , < ANON_NAME>/ENRON@enronXgate , < ANON_NAME>/HOU / EES@EES 
 Subject : 	 < ANON_NAME > 
 Gloria - 
 Could you please help us gather the facts on what the $ 12 MM < ANON_NAME > currently being requested ( # 6131506 ) is for - is this PG&E ? .   [NAME] informed me that funds ( $ 36,000 ) may not be available , is this correct ?  
 It is my understanding that < ANON_NAME > and [NAME] will be monitoring and processing bond requirements .   As such , I would like to know how this would impact EES ' business and definitely want to be aware of any default situation prior to reading about it in the press .  
 Thanks , 
 Rogers"
Message-ID: <6438656.1075847112907.JavaMail.evans@thyme>,<|original|>,".""Haist, . [NAME] . KAREN .. [NAME] ; 
 "" ' rick.borden""@mailman.enron.com 
 Subject : Re : CSA language 
 Attached is a clean and blacklined draft of the [NAME] reflecting your 
 insert . ? I think it is our intention to just insert the revised page into 
 the agreement . 
 ( See attached file : [NAME] ( < ANON_NAME > Bank ) ctr.doc)(See attached file : 792e 
 ( < ANON_NAME > Bank ) red.doc ) 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? "" < ANON_NAME > 
 "" ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? < TRACY.ROSS@ROYA ? ? ? ? ? ? ? To : ? ? ? ? 
 "" ' < ANON_EMAIL > ' "" < < ANON_EMAIL > > , ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? LBANK.COM > ? ? ? ? ? ? ? ? ? ? ? ? ? "" ' < ANON_EMAIL > ' "" 
 < < ANON_EMAIL > > , ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? "" ' < ANON_EMAIL > ' "" 
 < < ANON_EMAIL > > , ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 09/29/2000 08:12 ? ? ? ? ? ? ? "" ' < ANON_EMAIL > ' "" 
 < < ANON_EMAIL > > ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? AM ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? cc : ? ? ? ? "" < ANON_NAME > "" 
 < < ANON_EMAIL > > , "" < ANON_NAME > "" ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 < < ANON_EMAIL > > ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? Subject : ? ? ? ? CSA 
 language ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 Attached is the language that is necessary to make sure the CSA is one way . 
 As it now stands , it is still a 2 way CSA . 
 ? < < CSA Rider.doc > > 
 Tracy < ANON_NAME > , < ANON_NAME > of Canada 
 Phone : < ANON_PHONE > ; Fax : < ANON_PHONE > 
 File - 
 This email may be privileged and confidential . 
 Any dissemination or use of this information by a person other than the 
 intended recipient(s ) is unauthorized . ? If you receive this in error , 
 please advise me immediately . 
 ( See attached file : CSA Rider.doc )"
Message-ID: <14822463.1075856127090.JavaMail.evans@thyme>,<|original|>,"< ANON_EMAIL > ; < ANON_NAME > ; 
 < ANON_EMAIL > 
  - < ANON_NAME>.jpg"
Message-ID: <3702283.1075856594918.JavaMail.evans@thyme>,<|original|>,"For your reading enjoyment . 
 We should shoot for breakfast on Thursday morning Feb. 8th . 
 FYI .   The following link will take you to a joint statement about what to 
 do in the California electricity crisis . 
 < ANON_URL > 
 [NAME] [NAME] < ANON_NAME > F. < ANON_NAME > of < ANON_NAME > University 
 79 [NAME] [NAME] [NAME] [NAME] [NAME] [NAME] Cambridge , MA 02138 
 < ANON_PHONE > ( o ) 
 < ANON_PHONE > ( f ) 
 email : < ANON_EMAIL > 
 web page : < ANON_URL > 
 or 
 < ANON_URL >"
Message-ID: <3381323.1075851718768.JavaMail.evans@thyme>,<|original|>,"[NAME] , you have our ok to archive the folder below . 
 WK 
 From : < ANON_NAME>/ENRON@enronXgate on 01/31/2001 02:23 PM 
 To : < ANON_NAME>/HOU / ECT@ECT 
 cc :  
 Subject : ERMS folder 
 The ERMS folder is out of disk space again .   I managed to free up again 2 to 
 3 gb about 2 weeks ago but we are back down to 450 mb .   I found a folder that I 
 would like to archive but I wanted to check with you first .  
 o:\erms\erms_adm\NYMEX\1999   
 I would like to archive about 6 or 7 months out of this folder .   The oldest 7 
 are < ANON_NAME > , < ANON_NAME > , < ANON_NAME > , and Aug. 
 Otherwise I do n't know what else to archive ?   I am open to suggestions . 
 Thanks 
 < ANON_NAME > 
 < ANON_NAME > < ANON_NAME > ( < ANON_PHONE > 
 [NAME] ( < ANON_PHONE > 
 E - mail : < ANON_EMAIL >"
Message-ID: <20158470.1075855205003.JavaMail.evans@thyme>,<|original|>,"[NAME] : 
 Sorry we have played phone - tag . 
 The couple issues I wanted to talk with you about are 1 ) the reference in 
 your Dec 4 letter regarding re - enrolling customers for switching to Enron , 
 and 2 ) the listing of < ANON_NAME > as a creditor in Enron 's 
 bankruptcy filing . 
 The pending switches of the 1013 customer accounts were canceled based upon 
 our conversation last week .   This does not put them on ' hold ' for a later 
 switch , since that is not feasible or appropriate .   The customers simply 
 remain on their former rate ( < ANON_NAME > or < ANON_NAME > ) until they 
 choose otherwise .   When/<ANON_NAME > wishes to re - initiate a switch for the 
 customers , you would need to send through the appropriate EDI switch 
 transaction as usual .   If the customer has not yet chosen another supplier , 
 the switch would be processed .   We assume you 'd take care of any contract 
 updating that needed to be addressed with the customers , as that is a matter 
 between you and them .   Hope that clarifies .   Please let me know if 
 questions . 
 Have you been able to identify someone in the financial area that could 
 answer some questions on the calculations of the amounts listed under the 
 creditor section of the bankruptcy filing ?   We 'd like to speak with someone 
 ASAP .   Thanks . 
 - Maureen 
 ( < ANON_PHONE > 
 This e - mail and any files transmitted with it , are confidential to < ANON_NAME > and are intended solely for the use of the individual or entity to whom they are addressed .   If you have received this e - mail in error , please contact the < ANON_NAME > USA Help desk on < ANON_PHONE > ."
Message-ID: <21852239.1075857905339.JavaMail.evans@thyme>,<|original|>,"< ANON_EMAIL > writes to the NYISO_TECH_EXCHANGE < ANON_NAME > : 
 The NYISO is reserving hours beginning 08:00 - 09:00 , 11:00 - 17:00 and 
 20:00 - 23:00 in the May 19 , 2001 Real-<ANON_NAME > as well as the following 
 hours per ECA20001006B to verify prices : 
 PJM : 02:00 , 05:00 
 OH :   02:00 , 05:00 , 07:00 - 13:00 
 HQ :   02:00 , 05:00 - 07:00 
 NE :   02:00 , 05:00 
 Prices in the May 20 , 2001 Day-<ANON_NAME > are correct . 
 This e - mail information is a copy of the official posting which can be 
 found at the following address on our website : 
 < ANON_URL >"
Message-ID: <30521550.1075860729660.JavaMail.evans@thyme>,<|original|>,Please find attached confirmations for 02/15/02 and 02/20/02 .
Message-ID: <6994722.1075861071459.JavaMail.evans@thyme>,<|reply1|>,"[NAME] [NAME] [NAME] is a summary of the Lonestar imbalance for 2001 . 
 As per our earlier discussion ,   I met with < ANON_NAME > to discuss the Lonestar oba proposal .   [NAME] and I would suggest that a ceiling be placed on the cummulative volume amount and that any volume over that ceiling be required to be cashed out at that month 's index price .   This process would serve to limit TW 's financial exposure related to the revaluation of volumetric imbalances ."
Message-ID: <28862378.1075858575502.JavaMail.evans@thyme>,<|original|>,"As you may be aware , the closing date for [NAME] 's purchase of < ANON_NAME > < ANON_NAME > , LLC has been scheduled for July 12 .   Pursuant to Section 7.4 of the attached < ANON_NAME > Agreement , if any factual circumstances are inconsistent with the representations , warranties and covenants made by ENA as of May 16 , 2001 , ENA must supplement or amend the Schedules ( and provide [NAME] with supporting documentation regarding such changes ) at least 5 business days prior to closing . 
 Please review Section 4.1 and Section 7.1 of the < ANON_NAME > Agreement , together with the information on the companion Schedules referenced in these Sections , and notify me ( with a CC to < ANON_NAME > Hooser ) by 10:00 am on July 3 if you are aware of any misstatements or errors concerning these representations , warranties , covenants , or Schedules . 
 Please call or email me to discuss or if you have any questions . 
 Best regards , 
 [NAME] 
 < ANON_NAME > 
 Bracewell & Patterson , L.L.P. 
 711 < ANON_NAME > . , [NAME] 2900 
 Houston , TX   77002 - 2781 
 ( < ANON_PHONE > ( Ph ) 
 ( < ANON_PHONE > ( Fax ) 
  - # 1269388 v17 - SECURITIES PURCHASE AGREEMENT ( AIG).doc 
  - # 1270266 v10 - EXHIBITS+SCHEDULES TO AIG SPA.doc"
Message-ID: <5327025.1075858189254.JavaMail.evans@thyme>,<|original|>,< ANON_URL >
Message-ID: <31676929.1075861237328.JavaMail.evans@thyme>,<|reply2|>,"Oops !   You 're still on my list !   Do you want some cake ?   We had our TG Dinner today and there is some strawberry cake , Watergate cake and pumpkin pie , also turkey and ham if you are interested .   How are you doing ?   Have n't heard from you in a little while ! 
 < ANON_NAME > 
 Sr . < ANON_NAME > 
 EWS - < ANON_NAME > 
 EB 2375D 
 Phone : < ANON_PHONE > 
 Fax : < ANON_PHONE >"
Message-ID: <17759114.1075840368424.JavaMail.evans@thyme>,<|original|>,"[NAME] , I was planning on going home tomorrow but [NAME] just informed me that she was coming down on Monday and Tuesday to discuss settlements and risk .   Do you think I should plan on being here for that also ?"
Message-ID: <29248626.1075854283494.JavaMail.evans@thyme>,<|original|>,"I took a look at the transport for TXU < ANON_NAME > for Tenaska IV for 10/00 .  
 We mostly have price differences , but one deal needs some days added .   Let me 
 know if you need copies of the invoices .   The meters below are delivery 
 meters .   I was n't sure what the receipt meters would be . 
 Deal 452491 , Meter 20014903   Need to add days 24 - 26 and 28 - 31 
      Need to check rate - We show $ 0.01 and we were billed $ 0.02 
 Deal 452491 , [NAME] 25000200   Need to check rate - We show $ 0.02 and we were 
 billed $ 0.10 
 Deal 452475 , [NAME] [NAME] [NAME] [NAME] to check rate - We show prices from $ 0.005 
 to $ 0.02 
       and we were billed $ 0.11 
 < ANON_NAME >"
Message-ID: <30266036.1075849413616.JavaMail.evans@thyme>,<|original|>,"Folks : 
 Here are my edits .   For simplicity , I accepted all the other changes and put 
 mine in strike - out - underline . 
 They are confined to the direct access section , and to the provisions 
 regarding "" spot market service "" in particular .   Based on our negotiations , I 
 think it 's accurate to state that spot market service was never discussed as 
 "" an option to elect . ""   Instead , the language in the agreement states that it 
 is a "" backstop , "" in the event that on any given day a customer 's ESP does n't 
 show up with the power .   In effect , it retains the utility 's duty to serve , 
 like the gas side , but does not expose the utility to any risk of cost 
 recovery for the spot service provided .   I 've also added provisions which 
 obligate the utility to provide spot market service in the event that at the 
 outset of the program ( i.e. , the transition date ) , the customer , for whatever 
 reason fails to elect < ANON_NAME > or < ANON_NAME > Service .   In both cases , 
 the spot services lasts for a maximum of 30 days , after which the customer 
 must choose [NAME] or < ANON_NAME > Service . 
 Please take a look at the language .   While I have n't put any "" stakes in the 
 ground "" up till now , I feel strongly about these changes ( for reasons I 'm 
 happy to discuss ) , and if folks have issues with incorporating it into the 
 document , I 'd request that we have a very brief call to discuss .   I believe 
 that the language as proposed captures my conversation with [NAME] . 
 In addition , I 've also taken a stab at language requested by [NAME] , i.e. , 
 "" what to do about DA in the interm ? ""   There may be better ways to craft the 
 language , but I took a shot nonetheless . 
 Finally , I 'm assuming , based on yesterday 's call , that , by delivering this 
 document to the Speaker today , no one is giving their approval , support , or 
 anything else for each and every provision .   I 'm not prepared to , and can not , 
 do that at this time . 
 Thanks again to all for all the effort ( and to [NAME] for her patience in 
 hearing me out earlier ) . 
 < ANON_NAME >"
Message-ID: <12372401.1075841802494.JavaMail.evans@thyme>,<|original|>,"I know you guys are still entering trades but for the record I am missing the 
 following : 
 < ANON_NAME > : 
 Enron sells to BP Amoco 25 mw of Q4'01 < ANON_NAME > at $ 175 peak hrs . Amerex 
 is broker 
 Enron sells to [NAME] [NAME] mw of Q4'01 < ANON_NAME > at $ 175 peak hrs , Amerex 
 is broker 
 < ANON_NAME > : 
 Enron sells to Merrill 25 mw of March PV at $ 215   peak hrs , [NAME] is 
 broker 
 Thanks ! !"
Message-ID: <2784632.1075845146231.JavaMail.evans@thyme>,<|original|>,"COLUMBIA GAS [NAME] [NAME] 
                         NOTICE TO ALL INTERESTED PARTIES 
                                   JUNE 07 , 2001 
 Notice ID : 2786 
 5 - NO RESPONSE REQUIRED 
 SUBJECT :   CAPACITY ALLOCATION - EVENING NOMINATION CYCLE FOR JUNE 8 , 2001 
           PLEASE NOTE THAT ALL ALLOCATIONS ARE SUBJECT TO CHANGE 
           BASED ON THE RECEIPT OF ANY NEW NOMINATIONS OR INTRADAY 
           NOMINATIONS . 
 RECEIPT : 
 LEBANON AGGREGATE : There is no capacity for new IPP customers .   Flowing IPP 
 customers received 77.419 % of their previously confirmed June 8 , 2001 volumes . 
 Excess MDWQ             Available + 
 ISS Withdrawals         Available 
 SIT Withdrawals         < ANON_NAME > Drawdowns     < ANON_NAME > Lends               Available 
 Excess MDIQ             Available + 
 ISS Injections          Available 
 SIT Injections          < ANON_NAME > Paybacks      Available 
 PAL Parks               Available 
 + < ANON_NAME > Control 24 hours in advance at < ANON_PHONE > to request approval . 
 < ANON_NAME > Transmission has completed allocating all of its receipt and 
 delivery points for the gas day of June 8 , 2001 .   You may now view the 
 quantities you are authorized to flow on June 8 , 2001 . On the Internet 
 NAVIGATOR , view < ANON_NAME > < ANON_NAME > Quantity for < ANON_NAME>-<ANON_NAME > to be Viewed , and select < ANON_NAME > . 
 The quantities confirmed to flow for your account will be available on the 
 Internet NAVIGATOR after 11:00 p.m. < ANON_NAME > on < ANON_NAME > 7 , 2001 . 
 If you have any questions , please contact your < ANON_NAME > ."
Message-ID: <30876975.1075854297544.JavaMail.evans@thyme>,<|original|>,"Eileen , our < ANON_NAME > records indicate the following rate changes for March 
 26 , 2001 flow : 
 20,000 rate 0900 to 1400 ( 5hrs ) ; 
 40,000 rate 1400 to 0100 ( 11hrs ) 
 [NAME] . for the day :   22,500 MMBTU . 
 Please call me to see if we can agree on the total nom . 
 I can be reached at < ANON_PHONE > . 
 "" < ANON_NAME > "" < < ANON_EMAIL > > on 03/27/2001 09:39:00 AM 
 To :    < ANON_NAME>/LSP / ENSERCH / US@TU , < ANON_NAME>/<ANON_NAME>@TU , [NAME] 
       [NAME] , < ANON_EMAIL > , 
 < ANON_EMAIL > 
 cc : 
 Subject :   NOMS / ACTUAL VOLS FOR 3/26/01 
 NOM        MCF        MMBTU 
 24,167          21,820          22,409 
 BTU = 1.027 
 NOTE :   No changes to flow rates for 3/23 thru 3/25 ............."
Message-ID: <10184846.1075840000758.JavaMail.evans@thyme>,<|original|>,"[NAME] , 
 < ANON_NAME > in Portland has requested hourly products on EnronOnline for the hours ending 12 - 20 .   Attached is the proposed loadshape language .   Please let us know if these look OK . 
 Thanks , 
 CW 
 3 - 7533 
  < < File : < ANON_NAME > Hourly loadshapes.doc > >"
